PC1,PC2
-30.45159214192789,3.8875502964961535
-28.04082556689568,7.116633421481449
-27.516444711567388,4.536973392622217
-24.943470264382157,-2.3048845327314824
-25.380475035109335,1.3484826447510614
-28.46946334720794,0.06068569790591024
-26.89361304784371,-0.3450582891212811
-25.027363632137355,-3.3246784519696675
-30.913276147279944,2.7958496734019844
-20.84005280105959,-1.8061046838022548
-31.676150733271605,3.1857565736736766
-19.526706530308843,1.473881056433112
-20.953329557633012,2.3276931951374755
-20.72510208790355,-2.4871350295934547
-19.750577863560714,-0.6471886520218814
-21.16838065923013,-0.14685159497538228
-19.02569961323889,1.3541525118475253
-25.752298082907195,-2.1215760352139497
-25.831344732629855,0.3600163290310991
-19.78322258974728,0.7187194487986418
-20.357566159928666,-4.0292612133923225
-21.948316164373832,-2.7210204792435086
-17.403450183659285,-5.143671963267027
-14.249748690592424,-3.1982066255815003
-14.186552361830794,-0.2177433301958813
-16.13032146236796,-4.414083557201622
-14.2490035000496,-5.3340291238810495
-15.265860792776953,-0.16590909995354225
-15.059863075281633,-3.581965352812595
-14.982405544659764,-5.824050987177447
-13.444948795759712,30.293650487137377
-17.53998578697104,-1.0489419164874987
-17.768806657118677,-0.6504349918315938
-15.869751849222956,-2.560658488989313
-16.68932768788473,-5.065941330652675
-13.449807752101908,-4.01307678567005
-13.44068739420181,1.4937526936655015
-12.78115300036366,-5.665286598775736
-24.70281359848216,4.643363097515505
-19.069849786734178,-0.3608482576188611
-14.134829695205307,-8.39145654935441
-19.223922200073638,0.3293427607927966
-18.64642002602775,-3.2107766691517154
-19.448778761393342,-3.670138008171768
-11.541442725931853,-4.794617961988021
-21.860712696304713,-0.9251058899579778
-15.872001592654538,-4.409678552774522
-14.349911669973125,29.887655475875235
-11.719117296551842,-4.463523821152771
-11.659501899227559,-1.211299786462523
-11.391396176730439,-6.450727642840122
-12.487336530176691,-4.927033728027459
-9.966815541158645,-2.8154199843241026
-18.49634846532475,-0.507537410316143
-13.810423514562334,-3.8473275210354676
-9.68462181764246,-5.243349487723056
-20.438994104237658,-5.294389350392694
-10.981317283443783,-2.9564589095183176
-18.15288048656989,-6.570120792009999
-15.800168116071225,-1.4466123501075894
-9.978629930258252,-0.47389393592062845
-12.765820917224575,-2.5398184152658
-11.57906271592365,31.980180589963265
-7.945441268950258,-2.469630531930414
-12.016656327921728,-0.7625609855905817
-12.902514201499036,-1.8573329225370807
-9.444716496295833,-5.2896192334465955
-11.998007855496283,-2.1251834936701464
-13.291179006227772,-5.453556175259159
-13.859227638942441,-1.381440782905537
-17.836027551946103,-0.45686566025957565
-14.182960292591646,-5.046528294334045
-8.678533924159115,-4.510780000070771
-16.847233752135917,-2.4631905054014536
-16.635607623419173,-3.515836354712371
-7.062304523367226,-3.3855958941063347
-6.523180651718273,-1.5285085661356335
-6.943715080900089,-2.171082729759028
-8.407764215319057,-1.2831580057030196
-9.01415011853269,33.42249889504934
-11.336178617582178,-3.1123660033780514
-10.478428311602068,-1.891568187613142
-8.011372228372752,-6.6779034191456015
-13.135374736885774,-4.3551810192874045
-12.146671961267096,-3.8219005836219457
-10.431184395496372,-3.3978547956346166
-7.676436912356069,-6.923059375014074
-16.210795224671415,-4.153279740286896
-10.063983315043558,-5.433455193274568
-12.220462237622824,-1.8770042698711615
-6.93096971647909,-6.574036808543602
-12.898496265431728,-3.655722914371186
-7.55886621429808,-0.3687510706766158
-5.83183000469135,-7.3746800392501655
-18.10193038147748,-3.6112677142524223
-10.21418381430991,-2.533468331146811
-14.892006074482774,-4.702849657706443
-9.917902376602731,-4.203143198577635
-6.7237578652899535,-4.737328979700917
-6.92337928324225,34.53982244276511
-9.22116764105832,-2.0033200592875504
-9.55567084667676,-1.9532613330712687
-9.343593915538891,-2.071799133943713
-13.480675832458827,-3.9829896913211806
-3.878798634894619,-6.886118656060162
-13.791260902694532,-4.698163835740258
-8.414989376785392,-5.570697532138794
-10.272304518663455,-5.862731913720116
-11.01945602797031,-0.6366525126322671
-19.276355701425775,2.57895399345388
-10.242943218846564,-5.871440447433645
-1.1133058722320077,-8.527574632494646
-12.148548898351729,-6.390623442983096
-1.3540700679668347,-7.056824657115171
-15.654463011154323,-4.925859397890293
-6.144738651821936,-5.326823642651667
-15.763154223578054,-2.202153123147502
-7.27122588396144,-4.530445116543133
-6.728646217760337,-4.400053824707711
-5.856702139508605,32.533674158653966
0.0937055454445641,-4.233303632791513
-8.872580628171416,-4.40991865244028
-10.449651950126434,-5.495050623349099
-7.710553292753859,31.59582054036216
-9.138329004583973,-5.193707725952537
0.3432349786479754,-8.484441658926796
0.4093282765467377,-8.752298496213326
-7.327987195504509,34.73411785699728
-6.552020029845209,-3.4266705836605955
-2.2262394593154706,-8.169076693543975
-2.8905508915142804,-5.029816762992296
-13.33741729145326,-1.093786823154747
-9.893944997701961,-5.226391845539439
-7.887512625527702,-6.304612278177778
-5.133315802993671,-6.1284281173529624
-7.178181043263496,-2.378837840602729
-12.333670683616601,-5.320324585838481
-7.885651299579213,-4.9441600630120925
-6.154300014057001,-1.8780738485735347
-6.778071670914722,-2.492049682998669
-10.806748743010223,-7.144279744532447
-4.23365865224601,-6.549351232955073
-5.348651119739623,-6.615917863248855
-5.373975416542581,-6.3445955967312075
-0.5372136762935689,-6.307382387795984
2.022471860122188,-3.2007633150030377
-8.785164072202551,-5.517156409848678
